YMD,Y,M,D,date,Season,SeasonID,COVID_BKK_WM,COVID_BKK,PM2.5_BKK,PM10-BKK,WS-BKK,RH-BKK,AH-BKK,P_BKK,R_BKK,T-BKK,COVID_SSK_WM,COVID_SSK,PM2.5_SSK,PM10-SSK,WS-SSK,RH-SSK,AH-SSK,P_SSK,R_SSK,T-SSK,COVID_NKT_WM,COVID_NKT,PM2.5_NKT,PM10-NKT,WS-NKT,RH-NKT,AH-NKT,P_NKT,R_NKT,T-NKT,COVID_NBR_WM,COVID_NBR,PM2.5_NBR,PM10-NBR,WS-NBR,RH-NBR,AH-NBR,P_NBR,R_NBR,T-NBR,COVID_PTN_WM,COVID_PTN,PM2.5_PTN,PM10-PTN,WS-PTN,RH-PTN,AH-PTN,P_PTN,R_PTN,T-PTN,COVID_SPK_WM,COVID_SPK,PM2.5_SPK,PM10-SPK,WS-SPK,RH-SPK,AH-SPK,P_SPK,R_SPK,T-SPK
200927,2020,9,27,27/09/2020,RAINY,3,0,,7.95,18.15,1.56,64.64,20.34,750.88,30.7,30.67,0,0,7.13,19.17,1.89,65.79,19.01,754.75,57,29.1,0,,5.71,13.67,2.08,70.17,21.17,753.25,26.6,29.89,0,,7.1,16.79,0.6,68.14,20.8,0,26.4,30.1,0,,12.71,22.63,1.34,0,0,1004.5,4.6,0,0,,10.6,20.36,2,68.17,21.11,753.17,34.27,30.37
200615,2020,6,15,15/06/2020,RAINY,3,0,,8.6,15.83,0.74,80.95,22.68,751.9,15.21,28.53,0,0,5.79,20,0.91,83,23.18,754.79,8.2,28.47,0,,7.83,19.92,1.89,83.25,23.21,753.92,0,28.44,0,,7.27,16.29,0.49,80.18,20.03,0,17.8,26.45,0,,8.63,18.67,0.83,94.58,25.56,1005.46,22,27.87,0,,10.9,18.43,1.67,84.82,23.06,754.1,23.33,27.98
200810,2020,8,10,10/8/2020,RAINY,3,0,,8.74,18.42,1.15,67.26,20.85,751.13,0.9,30.39,0,0,9.42,21.25,1.26,67.75,20.12,754.54,15.6,29.6,0,,5.75,14.67,2.43,71.79,21.22,753.38,0,29.51,0,,7.63,16.08,0.69,66.13,19.12,0,0,29.11,0,,6.79,13.96,0.65,0,0,1004.67,0.2,0,0,,11.6,20.86,2.66,71.51,21.22,753.53,2,29.58
200731,2020,7,31,31/07/2020,RAINY,3,0,,9,19.36,1.65,60.42,19.42,749.38,0.1,31.06,0,0,7.33,24.63,1.38,62.83,19.99,754.58,0,30.87,0,,5.33,13.04,1.25,36.5,12.07,750.42,0,31.6,0,,6.6,15.98,0.91,65.18,18.28,0,9.8,28.55,0,,6.75,12.42,1.27,0,0,1002.42,0,0,2,2,12.22,24.9,2.55,69.88,20.71,748.17,7.27,29.56
200616,2020,6,16,16/06/2020,RAINY,3,0,,9.02,16.85,0.81,76.82,21.67,752.6,20.03,28.65,0,0,7.75,26.46,0.89,78.72,21.66,754.79,8.6,28.2,0,,7.79,18.54,1.59,82.33,22.09,754.63,6.8,27.75,0,,9.65,17.9,0.53,76.89,19.33,0,17,26.57,0,,12.29,23.88,0.68,91.88,24.54,1006.25,29.8,27.66,0,,10.74,18.09,2.02,79.17,22.04,754.61,7.43,28.42
200602,2020,6,2,2/6/2020,RAINY,3,0,,9.12,17.03,0.96,71.54,21.57,752.88,12.7,29.88,0,0,10.63,21.58,0.79,75.1,24.93,754.75,7.6,31.66,0,,6.29,15,1.75,76.17,22.3,755.13,11.6,29.34,0,,9.31,16.21,0.52,66.2,18.49,752.29,24.8,28.47,0,,9.33,19.17,0.9,83.71,23.98,1006.88,40.8,28.93,0,,11.08,20.14,1.91,76.15,22.33,755.19,24,29.36
200914,2020,9,14,14/09/2020,RAINY,3,0,,9.58,18.56,0.69,77.14,23.38,752.04,7.55,29.98,0,0,4.71,11.42,0.81,73,21.36,754.63,5.2,29.32,0,,6.54,19.58,1.12,79.92,23.24,754.29,24.8,29.21,0,,8.54,18.42,0.35,80.25,24.01,0,0.6,29.74,0,,12.08,19.58,0.76,0,0,1006,0.4,0,0,,10.83,19.97,1.68,78.63,23.27,754.4,1.27,29.54
200603,2020,6,3,3/6/2020,RAINY,3,0,,9.89,17.64,0.74,76.74,21.6,752.06,0.2,28.61,0,0,9.63,18.67,0.9,76.12,23.83,754.92,4.6,30.58,0,,8.83,17.79,1.77,80.71,22.43,754.13,20.6,28.38,0,,9.04,17.69,0.57,66.33,16.59,751.33,10.8,26.48,0,,13.13,22.5,1.18,84.46,22.95,1005.67,45.6,27.98,0,,12.82,24.58,1.75,81.25,22.06,754.29,5.47,27.96
200613,2020,6,13,13/06/2020,RAINY,3,0,,9.93,18.95,1.5,57.51,19.64,748.85,0,32.19,0,0,9.54,29.54,1.62,68.67,22.91,754.58,0,31.75,0,,7.13,19.13,2.59,63.58,21.43,751.32,0,31.95,0,,7.21,17.83,0.68,60.38,18.15,0,0,29.82,0,,8.83,16.67,0.89,75.63,23.77,1001.75,0,30.64,5,5,13.32,25.44,2.35,64.28,20.93,751.51,0,31.31
200917,2020,9,17,17/09/2020,RAINY,3,0,,9.98,21.62,1.4,66.22,21.25,749.58,0,31.03,0,0,12.42,30.46,1.52,67.71,19.93,754.63,0,29.44,0,,5.42,13.54,2.25,70.54,21.55,752.17,0,30.12,0,,8.33,17.06,0.54,71.38,22.6,0,0,30.78,0,,12.88,20.63,0.93,0,0,1002.92,0,0,0,,12.39,23.38,1.94,71.07,21.94,752.1,0.87,30.32
200811,2020,8,11,11/8/2020,RAINY,3,0,,10.06,19.92,0.99,67.74,20.89,751.33,0,30.3,0,0,6.13,15.46,1.11,68.54,20.59,754.58,0,29.81,0,,6.17,14.83,2.44,73.13,21.41,753.54,0,29.33,0,,8.08,17.17,0.5,70.74,17.87,0,0,26.65,0,,10.87,17.14,0.55,0,0,1004.96,0,0,0,,15.32,25.36,2.25,73.19,21.59,753.72,0,29.47
200530,2020,5,30,30/05/2020,RAINY,3,0,,10.19,16.97,0.73,77.75,22.27,753.88,5.72,28.93,0,0,8.88,16.08,0.87,83.38,25.83,754.79,2.8,30.38,0,,7.58,16.88,2.11,83.79,22.99,756.08,38.2,28.15,0,,8.14,20.04,0.52,82.71,21.11,748.79,3.4,26.84,0,,14.86,25,1.09,84.58,23.63,1008.04,2,28.48,0,,13.45,21.32,1.95,81.29,22.95,756.38,2.6,28.67
200730,2020,7,30,30/07/2020,RAINY,3,0,,10.19,21.31,1.59,62.03,19.89,751.29,0.45,31.02,0,0,10.92,30.83,1.22,62.08,19.17,754.75,0,30.31,0,,3.71,12.96,1.2,37.71,12.35,750.63,0,31.4,0,,6.27,19.08,0.93,65.17,18.5,0,0,28.77,0,,6.46,14.71,1.19,0,0,1004.96,0,0,0,,12.72,24.22,2.24,67.89,20.7,749.93,3.27,30.08
200701,2020,7,1,1/7/2020,RAINY,3,0,,10.22,20.7,1.06,63.56,19.22,750.6,7.74,29.93,0,0,12.17,36.83,0.86,73.54,21.72,754.75,18.8,29.5,0,,5.5,16.58,2.38,67.04,19.8,753.08,0,29.49,0,,8.29,16.94,0.77,64.79,17.69,0,0,28.06,0,,5.83,13.13,1.04,0,0,1003.92,4.6,0,2,2,11.25,20.51,1.89,68.9,20.18,753.01,6.13,29.34
200628,2020,6,28,28/06/2020,RAINY,3,0,,10.33,17.71,0.88,65.42,20.17,750.77,0.16,30.29,0,0,7.17,25.71,0,71.79,3.48,754.58,0,0,0,,4.13,12.79,2.58,67.38,20.43,753.04,0,29.98,0,,6.44,15.92,0.56,64.25,18.21,0,0,28.75,0,,7,11.79,0.85,0,0,1004.17,0.2,29.73,0,,12.97,21.17,1.67,70.03,21.04,753.17,9.87,29.82
200612,2020,6,12,12/6/2020,RAINY,3,0,,10.49,19.52,1.43,60.07,20.12,749.77,0,31.82,0,0,8.17,26.92,1.32,69.71,23.19,754.67,0.4,31.7,0,,6.58,16.58,2.45,68.22,20.94,752.39,0,30.21,0,,7.9,19.13,0.91,62.83,18.49,0,0,29.43,0,,7.83,15.58,1.19,78.75,24.34,1002.83,0,30.34,0,,11.99,23.67,2.16,65.33,21,752.25,0,31.06
200702,2020,7,2,2/7/2020,RAINY,3,0,,10.64,20.06,0.93,70.1,20.94,749.77,5.8,29.7,0,0,12.58,36,0.64,78.79,22.06,754.79,20.2,28.52,0,,6.54,15.63,2.29,75.75,21.03,752.25,7.6,28.36,0,,8.4,19.06,0.74,72.5,19.14,0,4.2,27.45,0,,10.25,19.95,1,0,0,1002.88,8.2,0,0,,12.95,24.5,1.76,74.9,21.55,752.14,6.8,29.01
200925,2020,9,25,25/09/2020,RAINY,3,0,,10.67,23.66,0.9,63.92,19.78,752.58,0,30.36,0,0,8.04,21.17,0.8,69.13,19.23,754.71,0,28.4,0,,6.75,19.25,1.8,75.25,21.51,754.96,0,28.9,0,,7.96,20.38,0.49,69.95,21.34,0,0,30.1,0,,8.33,18.54,0.7,0,0,1006.71,7.2,0,0,,12.69,23.88,1.71,70.1,20.78,754.86,0.13,29.57
200519,2020,5,19,19/05/2020,RAINY,3,0,,10.69,19.34,0.91,63.31,21.71,750.04,0.05,32.27,0,0,7.58,15.67,0.89,69.71,25.65,754.75,0,33.6,0,,7.86,18.46,2.39,68.75,22.39,752.5,0,31.31,0,,9.73,21.67,0.5,66.58,20.21,744.5,0,30,0,,13.54,27.29,0.63,74.13,24.26,1003.21,0,31.4,0,,13.08,24.03,1.89,71.5,23.36,752.83,0,31.37
200908,2020,9,8,8/9/2020,RAINY,3,0,,10.77,20.64,0.74,67.03,20.76,752.1,1.65,30.37,0,0,13.42,26.33,0.63,74.21,21.18,754.75,0,28.87,0,,5.96,15.29,1.49,73.63,21.42,754.46,0,29.22,1,1,9.79,21.69,0.4,77.06,21.77,0,42.2,28.68,0,,11.83,21.42,0.57,0,0,1006.13,11.8,0,0,,12.49,22.88,1.31,71.5,21.57,754.39,2.73,29.89
200707,2020,7,7,7/7/2020,RAINY,3,0,,10.91,21.21,0.71,77.22,23.07,751.52,5.17,29.71,0,0,9.75,25.88,0.81,77.96,24.24,754.67,0.2,30.45,0,,9.25,19.38,2.25,74.83,22.25,753.63,2.6,29.62,0,,9.21,20.87,0.42,84.05,21.73,0,17.8,27.08,0,,8.96,16.33,0.69,0,0,1005.04,0,0,0,,12.87,23.39,1.5,79.06,23.44,753.92,16.13,29.57
200508,2020,5,8,8/5/2020,SUMMER,2,0,,11,19.49,1.04,66.31,23.15,750.96,0,32.61,0,0,12.54,24.46,1.04,68.63,23.4,752.29,0,32.16,0,,13.92,29.92,2.33,68.21,22.57,753.42,0,31.6,0,,11.56,25.2,0.53,66.04,20.95,0,0,30.81,0,,18.54,32.75,0.79,75.13,24.59,1004.63,0,31.4,0,,12.92,23.85,2.41,72.79,24.07,753.68,0.4,31.59
200808,2020,8,8,8/8/2020,RAINY,3,0,,11.04,21.7,0.75,80.11,22.36,750.35,12.35,28.46,0,0,9.91,19.27,0.53,85.25,21.87,754.92,58.6,26.93,0,,6.5,15.88,2.32,81.79,22.02,752.54,3.6,27.8,0,,8.98,21.08,0.72,77.42,18.67,0,23.4,25.83,0,,8.88,17.33,0.7,0,0,1003.63,7,0,0,,12.58,23.43,1.53,81.63,22.36,752.68,16.73,28.12
200617,2020,6,17,17/06/2020,RAINY,3,0,,11.1,19.06,0.69,86.72,22.44,753.13,15.36,27.09,0,0,7.13,24.21,0.83,85.15,22.4,755,7,27.39,0,,5.42,14.79,2.06,87,22.34,754.83,5,26.95,0,,9.22,21.13,0.54,81.13,18.47,0,8,24.8,0,,14.63,25.21,1.01,100,23.7,1006.54,20.6,25.51,0,,12.63,21.92,1.59,85.69,22.52,754.81,18.73,27.37
200214,2020,2,14,14/02/2020,WINTER,1,0,,11.1,24.54,1.33,68.31,20.5,753.38,0,29.79,0,0,7.17,19.42,1.23,70.08,20,754.58,0,28.87,0,,10.5,28.92,3.61,71.5,20.31,755.67,0,28.78,0,,11.56,26.53,0.73,69.17,20.04,756.83,0,29.15,0,,13.42,32.79,0.95,71.46,21.56,1007.38,0,29.89,0,,14.03,28.46,3,73.75,20.99,755.93,0,28.82
200710,2020,7,10,10/7/2020,RAINY,3,0,,11.19,21.5,1.05,61.65,20.88,750.9,0,32.04,0,0,11.96,35.33,0.92,69.71,22.23,754.67,0,30.92,0,,5.91,15.46,2.47,71.25,21.3,753.42,28.2,29.72,0,,8.5,19.46,0.65,62.54,18.97,0,0,29.99,0,,8.96,14.21,0.9,0,0,1004.42,0,0,0,,15.25,26.68,1.81,67.36,21.78,753.29,0,31.17
200515,2020,5,15,15/05/2020,SUMMER,2,0,,11.48,19.28,0.97,62.97,21.85,750.15,0,32.49,0,0,6.58,12.21,1.1,68.42,26.3,525,0,34.43,0,,10.63,25.75,2.84,64.92,21.59,752.58,0,31.7,0,,12.06,26.92,0.42,74.33,21.45,0,17.4,29.07,0,,17.88,33.46,0.69,75.83,24.29,1003.63,0,31,0,,13.15,21.69,2.33,69.64,23.09,752.88,0,31.64
200625,2020,6,25,25/06/2020,RAINY,3,0,,11.5,21.4,0.84,67.83,22.42,750.67,0.7,31.58,0,0,11.74,34.14,0.74,72.63,23.46,754.54,0,31.15,0,,6.88,19.38,2.22,70.08,21.94,753,0,30.57,0,,8.78,20.44,0.55,69.67,20.69,0,0,29.6,0,,10.17,18.63,0.75,0,0,1004.21,6,30.74,0,,14.35,24.71,1.71,71.76,23.09,753.18,0.17,31.08
200630,2020,6,30,30/06/2020,RAINY,3,0,,11.53,19.82,1.17,61.31,19.83,750.71,0,31.18,0,0,7.67,30.04,1.36,69.92,23.82,754.58,0,32.15,0,,6.46,15.71,2.73,68.83,20.76,753.21,0,29.88,0,,9.47,17.9,0.76,63.42,18.54,0,0,29.31,0,,9.67,18.81,0.82,0,0,1004.25,0,29.59,0,,10.33,18.57,2.37,66.86,20.8,753.22,0,30.46
200601,2020,6,1,1/6/2020,RAINY,3,0,,11.6,20.27,0.77,68.51,22.18,753.21,3.05,31.2,0,0,7.67,17.21,1.07,74.75,30.02,754.58,0,35.27,0,,7.38,16.52,1.83,69.92,21.66,755.71,0,30.38,0,,9.31,21.63,0.46,67.46,20.37,754.04,0,29.9,0,,11.79,18.88,0.7,72.92,23.75,1007.46,0,31.3,0,,12.64,21.78,1.67,73.93,23.08,755.6,10.73,30.52
200621,2020,6,21,21/06/2020,RAINY,3,0,,11.67,19.48,0.87,64.65,21.89,750.29,0.4,32.03,0,0,7.71,26.33,0.93,69.88,23.69,754.63,0,32.05,0,,8.21,21.42,1.8,66.08,21.73,752.67,0,31.48,0,,7.96,20.69,0.49,66.75,20.31,0,0,30.05,0,,8.33,15.58,0.46,96.33,28.3,1004.29,0,29.4,0,,13.67,23.71,1.69,66.74,22.34,752.69,0,31.82
200620,2020,6,20,20/06/2020,RAINY,3,0,,11.7,21.02,0.82,63.22,20.39,751.06,1.6,31.12,0,0,11.21,33.08,0.99,68.17,22,754.67,0,31.14,0,,6.04,18.42,2.07,64.71,20.38,753.46,0,30.68,0,,7.04,19.77,0.45,64.25,18.84,0,0,29.36,0,,9.54,19.63,0.55,77.17,23.76,1004.79,0,30.27,0,,14.29,25.24,1.74,65.5,20.78,753.5,0,30.82
200517,2020,5,17,17/05/2020,RAINY,3,0,,11.78,18.75,0.95,62.78,21.89,749.6,0,32.58,0,0,9.92,15.21,0.96,67.63,26.15,754.54,0,34.54,0,,16.08,28.04,2.45,65.83,22.03,752.13,0,31.81,0,,12.17,22.9,0.53,75.63,21.54,741.39,21.6,28.83,0,,19.25,35.92,0.99,73.5,24.01,1002.96,0,31.36,0,,15.32,23.06,2.17,70.19,23.72,752.6,0,32
200703,2020,7,3,3/7/2020,RAINY,3,0,,11.87,23.41,1.04,72.11,20.63,751.02,7.03,28.91,0,0,11.88,35.21,0.98,80.39,22.18,754.83,5.4,28.25,0,,7.38,20.04,2.65,73.46,20.13,753.33,0.2,28.13,0,,9.6,19.31,0.72,69,17.41,0,10.2,26.64,0,,7.95,17.82,0.8,0,0,1004.32,9.2,0,0,,13,22.26,2.01,76.61,21.17,753.46,9.6,28.28
200611,2020,6,11,11/6/2020,RAINY,3,0,,11.99,21.5,0.8,61.63,20,751.06,0,31.24,0,0,11.88,33.04,0.61,72.29,24.84,754.58,0,32.3,0,,7.04,19.17,1.9,72.58,21.23,753.63,0,29.32,0,,12.02,23.08,0.51,64.21,18.61,0,0,29.15,0,,10.96,18.88,0.69,78.96,23.65,1004.63,0,29.75,0,,12.82,22.11,1.53,66.99,20.93,753.51,0.27,30.54
200527,2020,5,27,27/05/2020,RAINY,3,0,,12.16,21.51,0.89,61.32,20.69,752.65,0,31.97,0,0,6.58,14.21,0.88,67.5,25.25,754.75,0,33.91,0,,7.91,17.3,2.3,64.58,20.65,755.17,0,30.96,0,,8.39,25.27,0.62,69,20.09,751.92,0,29.23,0,,14.83,28.04,0.97,72.79,23.07,1006.58,0,30.8,1,1,11.67,20.31,1.74,66.38,22.11,755.42,0,31.73
200518,2020,5,18,18/05/2020,RAINY,3,0,,12.18,20.96,0.94,63.86,21.94,749.27,1.8,32.3,0,0,11.58,20.17,1.05,70.58,26.22,754.79,14.2,33.78,0,,13.92,27,1.84,71.46,22.82,751.83,8.8,30.94,2,2,11.04,21.75,0.48,71.38,21.46,745,4.2,29.83,0,,17.17,27.25,0.92,79,25.56,1002.42,1.2,31.18,0,,14.82,26.35,2.08,72.85,23.77,752.21,4.2,31.34
200511,2020,5,11,11/5/2020,SUMMER,2,0,,12.27,20.95,0.91,74.76,21.77,753.13,10.86,29.24,0,0,8.46,18.17,1.46,70.92,23.1,753.92,0,31.31,0,,15.33,28.25,1.79,72.5,22.41,755.29,0,30.33,0,,10.73,22.9,0.69,75,19.43,0,0,27.11,0,,12.63,24.75,1.16,86.5,23.78,1007.25,0.4,28.18,0,,14.6,28.94,2.12,72.58,21.86,755.21,0,29.86
200627,2020,6,27,27/06/2020,RAINY,3,0,,12.34,21.21,0.92,63.29,19.85,751.02,0,30.6,0,0,10.5,32.42,0.65,72.13,21.36,754.58,0,29.55,0,,5.79,15.17,2.35,67.79,19.99,753.42,1.2,29.47,0,,7.31,18.54,0.61,61.38,18,0,0,29.37,0,,7.75,12.17,0.85,0,0,1004.46,0,29.75,0,,15.43,24.76,1.67,68.4,20.62,753.4,0,29.87
200816,2020,8,16,16/08/2020,RAINY,3,0,,12.48,25.22,0.63,74.61,22.18,751.75,0,29.62,0,0,11.21,23.25,0.57,74.17,19.7,754.58,0,27.56,0,,11.96,30.54,1.35,81.96,22.74,754.13,20.4,28.35,0,,12.98,26.83,0.44,73.67,22.17,0,0,29.85,0,,15.79,32.25,0.63,0,0,1005.71,2.4,0,1,1,15.23,30.59,1.33,78.03,22.55,754.14,0.07,29.1
200213,2020,2,13,13/02/2020,WINTER,1,0,,12.58,26.45,1.2,67.99,20.43,754.9,0,29.81,0,0,7.79,19.25,1.1,68.17,20.05,756.13,0,29.42,0,,10.88,29.71,3.38,68.88,19.9,757.17,0,29.09,0,,12.21,28.78,0.55,68.35,19.79,759,0,29.13,0,,13.38,31.08,0.79,72.42,21.66,1009.46,0,29.73,0,,15.88,31.25,2.54,74.42,21.04,757.43,0,28.7
200814,2020,8,14,14/08/2020,RAINY,3,0,,12.59,24.16,0.59,86.29,21.94,752.17,14.9,26.77,0,0,10.88,22.33,0.53,86.67,21.66,755,19.4,26.47,0,,9.67,21.25,2.12,86.29,21.2,754.13,10.6,26.16,0,,11.56,21.21,0.63,68.25,15.13,0,26.2,24.33,0,,16.42,27.17,0.77,0,0,1006,20.8,0,0,,18.24,32.11,1.39,85.82,22,754.28,17.67,26.92
200516,2020,5,16,16/05/2020,RAINY,3,0,,12.68,20.5,1.02,60.29,21.48,749.69,0,32.98,0,0,8.63,14.46,1.16,64.88,25.48,664.91,0,34.84,0,,12.08,24.08,2.97,63.88,21.9,752.25,0,32.26,0,,10.44,23.31,0.45,63.96,20.47,744,0,30.98,0,,18.58,31.5,0.71,70.33,24.15,1002.79,0,32.3,0,,13.64,24.08,2.47,67.58,22.96,752.73,0,32.09
200822,2020,8,22,22/08/2020,RAINY,3,0,,12.82,24.89,0.96,73.46,21.32,751.81,7.3,29.17,0,0,13,30.29,0.89,75.88,22.19,755,0.2,29.32,0,,8.04,16.33,2.5,75.67,21.42,754,0,28.72,0,,10.4,18.81,0.62,66.15,19.02,0,17,29,0,,9.92,19.88,0.8,0,0,1005.63,15.6,0,0,,13.89,26.67,1.68,77.47,21.97,754.11,8.53,28.75
200304,2020,3,4,4/3/2020,SUMMER,2,0,,13.01,26.22,1.26,64.97,19.93,753.73,0,30.19,0,0,8.74,17.78,1.18,65.21,19.53,754.92,0,29.75,0,,13.25,29.67,3.38,67.33,19.77,756.08,0,29.39,0,,13.42,29.71,0.71,65.71,19.55,754.71,0,29.63,0,,13.38,24.54,0.87,66.79,20.75,1008.04,0,30.43,0,,15.47,28.51,2.8,73.2,21.25,756.21,0,29.18
200717,2020,7,17,17/07/2020,RAINY,3,0,,13.06,23.41,0.95,63.9,20.56,750.98,0,31.08,0,0,7.96,25.71,0.93,70.47,22.76,754.92,0,31.15,0,,6.25,17.96,2.08,74.58,21.73,753.29,0,29.25,0,,9.31,24.63,0.6,65.12,17.87,0,0,28.16,0,,16.75,25.63,0.97,0,0,1004.67,0,0,0,,12.54,22.35,1.59,66.33,20.92,753.38,3.67,30.71
200513,2020,5,13,13/05/2020,SUMMER,2,0,,13.15,20.99,0.97,63.47,22.04,751.83,0,32.5,0,0,8.96,15.79,1.11,65.38,23.28,525,0,32.98,0,,13.71,24.33,2.91,66.58,21.8,754.29,0,31.4,0,,12.48,22.4,0.47,62.25,20.11,0,0,31.15,0,,18.79,29.29,0.7,69.92,23.54,1005.67,0,31.93,0,,14.08,23.5,2.44,70.51,23.2,754.47,0.07,31.49
200806,2020,8,6,6/8/2020,RAINY,3,0,,13.21,26.72,1.04,65.61,20.26,751.06,0,30.31,0,0,11.08,28.88,1,69.25,20.52,754.75,0,29.56,0,,7,18.71,2.09,73.46,21.01,753.58,0.2,28.9,0,,9.83,25.83,0.67,72.71,19.81,0,0,28.02,0,,10.21,17,0.87,0,0,1004.71,0,0,0,,15.69,27.81,1.69,70.42,20.8,753.47,0.33,29.49
200216,2020,2,16,16/02/2020,SUMMER,2,0,,13.42,24.61,0.94,54.56,16.42,755.08,0,29.85,0,0,12.92,22.42,0.84,58.38,16.64,756.33,0,28.84,0,,18.33,36.92,2.07,55,15.46,757.46,0,28.59,0,,14.54,27.22,0.38,57.43,16.43,755.38,0,28.91,0,,15.63,28.92,0.64,63.71,18.01,1009.71,0,28.7,0,,15.1,24.72,2.15,63.42,18.03,757.54,0,28.8
200623,2020,6,23,23/06/2020,RAINY,3,0,,13.6,23.15,0.56,76.94,23.15,751.54,1.15,29.83,0,0,10.25,30.08,0.77,78.04,24.81,754.63,0,30.86,0,,6.92,18.63,1.88,71.67,22.32,753.71,0,30.47,0,,11.67,23.94,0.45,81.71,21.57,0,0.6,27.45,0,,12.63,22.58,0.85,0,0,1005.21,0,29.19,0,,15.08,27.79,1.4,82.1,23.57,753.76,22.27,28.98
200807,2020,8,7,7/8/2020,RAINY,3,0,,13.63,27.05,0.67,77.75,21.78,750.92,0.65,28.53,0,0,12.04,27.38,0.62,79.79,23.14,754.83,0.2,29.16,0,,7.92,22.13,1.88,79.83,21.53,753.21,0.8,27.83,0,,10.94,24.21,0.53,87.95,20.86,0,2,25.53,0,,10.96,17.67,0.55,0,0,1004.33,2.2,0,1,1,15.75,26.94,1.31,78.56,21.6,753.15,0.53,28.19
200622,2020,6,22,22/06/2020,RAINY,3,0,,13.67,23.38,0.77,74.31,22.87,750.44,21.52,30.26,0,0,9.88,30.96,1,73.96,23.96,754.63,0,31.2,0,,7.42,22.67,2.23,73.08,22.63,752.58,0.2,30.37,0,,10.17,22.73,0.56,75.41,21.1,0,17.6,28.5,0,,9.58,20.67,1.15,0,0,1003.71,0.4,30.03,0,,16.63,29.29,1.5,76.78,23.49,752.74,14,30.14
200829,2020,8,29,29/08/2020,RAINY,3,0,,13.99,26.47,0.96,61.92,19.3,749.42,0,30.49,0,0,11.17,23,1.12,60.92,19.49,754.63,0,30.97,0,,8.38,21.38,2,63.79,19.88,751.88,0,30.48,0,,12.65,23.35,0.35,68.17,21.34,0,0,30.57,0,,16.42,28.88,0.62,0,0,1002.75,0,0,0,,14.99,26.49,1.7,67.22,20.24,752.01,0.07,29.85
200514,2020,5,14,14/05/2020,SUMMER,2,0,,14.08,22.85,0.91,64.22,22.26,751.75,0,32.47,0,0,7.13,13.5,1.03,71.46,27.58,525,0,34.5,0,,13.63,24.21,2.65,67.71,22.84,754.17,0,31.96,0,,13.17,30.25,0.46,72.08,20.89,0,24,29.15,0,,21.33,37.88,0.84,83.04,24.54,1005.79,23.6,29.51,0,,14.04,21.81,2.21,69.65,23.33,754.38,0,31.83
200821,2020,8,21,21/08/2020,RAINY,3,0,,14.38,28.53,1.46,68.31,20.83,752.27,0.7,30.09,0,0,16.83,38.78,1.36,72.08,21.2,754.67,3.2,29.42,0,,10.13,21.5,2.25,75.67,21.37,754.71,1.4,28.68,0,,12.58,25.21,0.59,74.45,21.8,0,4.4,29.34,0,,15.96,26.29,0.96,0,0,1006.25,2.8,0,0,,17.97,32.85,2.02,72.54,21.38,754.51,0.67,29.46
200921,2020,9,21,21/09/2020,RAINY,3,0,,14.57,29.33,0.53,78.78,22.77,752.58,0.05,29.1,0,0,10.42,23.83,0.6,76.96,21.34,754.67,0.4,28.34,0,,10.88,25.08,1.01,76.13,22.32,754.92,0,29.36,0,,12.5,27.67,0.4,72.82,20.57,0,1.4,28.68,0,,18.13,32.58,0.82,0,0,1006.75,0.2,0,0,,13.79,27.06,1.37,80.57,22.99,754.83,10.8,28.86
200305,2020,3,5,5/3/2020,SUMMER,2,0,,14.69,29.41,1.14,65.82,20.34,753.94,0,30.33,0,0,9,17.38,1.18,67.54,20.29,755.13,0,29.81,0,,11.63,28.92,3.54,69.5,20.51,756.13,0,29.48,1,1,13.85,31.88,0.58,66.23,19.85,755,0,29.77,0,,15.88,34.04,0.98,71.25,21.76,1008.21,0,30.11,0,,16.74,30.49,2.64,72.96,21.28,756.46,0,29.26
200815,2020,8,15,15/08/2020,RAINY,3,0,,15.1,30,0.55,85.25,22.09,752.54,1.2,27.11,0,0,8.92,18.13,0.65,83.83,21.2,754.83,0.2,26.67,0,,9.92,23.71,1.64,86.79,22.1,754.75,1,26.8,0,,12.16,25.04,0.51,85.64,24.02,0,0.8,28.55,0,,20.63,33.71,0.96,0,0,1006.42,0,0,0,,19.01,34.78,1.38,86.11,22.37,754.65,0.67,27.16
200506,2020,5,6,6/5/2020,SUMMER,2,0,,15.15,25.13,1.11,64.4,22.89,751,0,32.94,0,0,13.42,19.88,1.03,66.04,22.97,752.42,0,32.53,0,,16.21,30.21,3.02,65.92,22.72,753.33,0,32.36,0,,14.79,28.26,0.5,61.71,20.28,0,0,31.48,0,,20.79,37.58,0.98,66.58,23.62,1004.5,0,32.9,1,1,16.72,28.89,2.59,72,24.01,753.71,0,31.74
200817,2020,8,17,17/08/2020,RAINY,3,0,,15.36,31.29,0.71,69.76,21,751.17,0.1,29.84,0,0,14.08,32.58,0.87,74.75,20.67,754.79,0,28.29,0,,11.67,30.21,1.91,79.04,22.15,753.58,0.2,28.54,0,,12.25,28.23,0.43,77.25,23.33,0,0,29.9,0,,13.13,25,0.65,0,0,1004.88,0,0,0,,17.1,32.5,1.44,76.26,22.07,753.53,16.93,29.13
