value,date_time,date,week_num,weekday,temperature,humidity,pressure
1904.3162,2016-05-02T00:00:00Z,5/2/2016,1,Monday,14,54,1018
1869.7434,2016-05-02T00:30:00Z,5/2/2016,1,Monday,14,63,1017
1866.1062,2016-05-02T01:00:00Z,5/2/2016,1,Monday,14,52,1017
1845.9948,2016-05-02T01:30:00Z,5/2/2016,1,Monday,14,63,1017
1853.3689,2016-05-02T02:00:00Z,5/2/2016,1,Monday,13,56,1017
1835.9171,2016-05-02T02:30:00Z,5/2/2016,1,Monday,13,67,1017
1856.5096,2016-05-02T03:00:00Z,5/2/2016,1,Monday,13,59,1017
1884.2146,2016-05-02T03:30:00Z,5/2/2016,1,Monday,13,67,1017
1931.0924,2016-05-02T04:00:00Z,5/2/2016,1,Monday,13,60,1017
1932.1621,2016-05-02T04:30:00Z,5/2/2016,1,Monday,13,67,1017
1581.0545,2016-05-02T05:00:00Z,5/2/2016,1,Monday,12,67,1017
1245.5325,2016-05-02T05:30:00Z,5/2/2016,1,Monday,12,72,1017
1452.0909,2016-05-02T06:00:00Z,5/2/2016,1,Monday,12,63,1017
1626.4881,2016-05-02T06:30:00Z,5/2/2016,1,Monday,12,72,1017
1862.3203,2016-05-02T07:00:00Z,5/2/2016,1,Monday,13,62,1017
2047.3274,2016-05-02T07:30:00Z,5/2/2016,1,Monday,13,72,1017
2214.8945,2016-05-02T08:00:00Z,5/2/2016,1,Monday,13,61,1018
2378.8263,2016-05-02T08:30:00Z,5/2/2016,1,Monday,14,67,1017
2409.3698,2016-05-02T09:00:00Z,5/2/2016,1,Monday,14,56,1018
2427.9501,2016-05-02T09:30:00Z,5/2/2016,1,Monday,15,63,1017
2427.2747,2016-05-02T10:00:00Z,5/2/2016,1,Monday,15,55,1018
2330.8609,2016-05-02T10:30:00Z,5/2/2016,1,Monday,15,67,1018
2253.6721,2016-05-02T11:00:00Z,5/2/2016,1,Monday,16,59,1018
2231.9123,2016-05-02T11:30:00Z,5/2/2016,1,Monday,16,68,1017
2183.3284,2016-05-02T12:00:00Z,5/2/2016,1,Monday,16,61,1017
2144.2848,2016-05-02T12:30:00Z,5/2/2016,1,Monday,17,68,1017
2123.5168,2016-05-02T13:00:00Z,5/2/2016,1,Monday,18,54,1017
2109.8481,2016-05-02T13:30:00Z,5/2/2016,1,Monday,18,59,1016
2098.8385,2016-05-02T14:00:00Z,5/2/2016,1,Monday,20,48,1016
2064.1273,2016-05-02T14:30:00Z,5/2/2016,1,Monday,19,52,1016
2002.4106,2016-05-02T15:00:00Z,5/2/2016,1,Monday,15,64,1016
1855.2002,2016-05-02T15:30:00Z,5/2/2016,1,Monday,16,63,1016
1769.2082,2016-05-02T16:00:00Z,5/2/2016,1,Monday,17,49,1016
1678.5539,2016-05-02T16:30:00Z,5/2/2016,1,Monday,18,49,1015
1608.4564,2016-05-02T17:00:00Z,5/2/2016,1,Monday,17,43,1015
1555.4083,2016-05-02T17:30:00Z,5/2/2016,1,Monday,16,72,1016
1466.5521,2016-05-02T18:00:00Z,5/2/2016,1,Monday,16,64,1016
1426.8118,2016-05-02T18:30:00Z,5/2/2016,1,Monday,15,72,1015
1425.073,2016-05-02T19:00:00Z,5/2/2016,1,Monday,15,53,1015
1372.2449,2016-05-02T19:30:00Z,5/2/2016,1,Monday,16,63,1015
1593.7596,2016-05-02T20:00:00Z,5/2/2016,1,Monday,15,58,1015
2347.2562,2016-05-02T20:30:00Z,5/2/2016,1,Monday,15,67,1015
2278.9427,2016-05-02T21:00:00Z,5/2/2016,1,Monday,14,59,1015
2164.8669,2016-05-02T21:30:00Z,5/2/2016,1,Monday,15,67,1015
2122.8006,2016-05-02T22:00:00Z,5/2/2016,1,Monday,14,61,1015
2079.839,2016-05-02T22:30:00Z,5/2/2016,1,Monday,14,67,1015
2030.0393,2016-05-02T23:00:00Z,5/2/2016,1,Monday,14,64,1016
1987.6759,2016-05-02T23:30:00Z,5/2/2016,1,Monday,14,67,1015
1952.24,2016-05-03T00:00:00Z,5/3/2016,2,Tuesday,12,70,1016
1941.9226,2016-05-03T00:30:00Z,5/3/2016,2,Tuesday,12,82,1015
1901.3438,2016-05-03T01:00:00Z,5/3/2016,2,Tuesday,12,84,1015
1890.9012,2016-05-03T01:30:00Z,5/3/2016,2,Tuesday,11,94,1015
1885.0262,2016-05-03T02:00:00Z,5/3/2016,2,Tuesday,12,83,1015
1874.6862,2016-05-03T02:30:00Z,5/3/2016,2,Tuesday,12,88,1015
1883.2093,2016-05-03T03:00:00Z,5/3/2016,2,Tuesday,12,84,1015
1905.3935,2016-05-03T03:30:00Z,5/3/2016,2,Tuesday,11,94,1014
1968.1346,2016-05-03T04:00:00Z,5/3/2016,2,Tuesday,12,87,1015
1983.774,2016-05-03T04:30:00Z,5/3/2016,2,Tuesday,11,94,1014
1498.0817,2016-05-03T05:00:00Z,5/3/2016,2,Tuesday,11,87,1015
1278.291,2016-05-03T05:30:00Z,5/3/2016,2,Tuesday,11,88,1014
1468.251,2016-05-03T06:00:00Z,5/3/2016,2,Tuesday,11,82,1014
1657.8714,2016-05-03T06:30:00Z,5/3/2016,2,Tuesday,11,88,1014
1877.9365,2016-05-03T07:00:00Z,5/3/2016,2,Tuesday,12,79,1014
2077.0197,2016-05-03T07:30:00Z,5/3/2016,2,Tuesday,12,82,1014
2259.4575,2016-05-03T08:00:00Z,5/3/2016,2,Tuesday,13,69,1014
2351.7465,2016-05-03T08:30:00Z,5/3/2016,2,Tuesday,13,77,1014
2376.6505,2016-05-03T09:00:00Z,5/3/2016,2,Tuesday,13,63,1014
2405.4204,2016-05-03T09:30:00Z,5/3/2016,2,Tuesday,14,72,1014
2354.3276,2016-05-03T10:00:00Z,5/3/2016,2,Tuesday,15,61,1014
2252.055,2016-05-03T10:30:00Z,5/3/2016,2,Tuesday,16,63,1014
2197.0387,2016-05-03T11:00:00Z,5/3/2016,2,Tuesday,16,53,1014
2207.5974,2016-05-03T11:30:00Z,5/3/2016,2,Tuesday,17,59,1013
2195.481,2016-05-03T12:00:00Z,5/3/2016,2,Tuesday,16,48,1014
2199.8919,2016-05-03T12:30:00Z,5/3/2016,2,Tuesday,16,63,1013
2164.522,2016-05-03T13:00:00Z,5/3/2016,2,Tuesday,16,52,1013
2112.6651,2016-05-03T13:30:00Z,5/3/2016,2,Tuesday,16,68,1013
2017.4168,2016-05-03T14:00:00Z,5/3/2016,2,Tuesday,16,49,1012
1988.4883,2016-05-03T14:30:00Z,5/3/2016,2,Tuesday,16,63,1012
1970.9054,2016-05-03T15:00:00Z,5/3/2016,2,Tuesday,16,50,1012
1874.547,2016-05-03T15:30:00Z,5/3/2016,2,Tuesday,17,52,1012
1781.9227,2016-05-03T16:00:00Z,5/3/2016,2,Tuesday,16,46,1012
1722.1786,2016-05-03T16:30:00Z,5/3/2016,2,Tuesday,16,59,1012
1700.1766,2016-05-03T17:00:00Z,5/3/2016,2,Tuesday,16,49,1012
1633.7356,2016-05-03T17:30:00Z,5/3/2016,2,Tuesday,16,59,1011
1534.5349,2016-05-03T18:00:00Z,5/3/2016,2,Tuesday,16,54,1012
1488.4784,2016-05-03T18:30:00Z,5/3/2016,2,Tuesday,15,72,1012
1446.0122,2016-05-03T19:00:00Z,5/3/2016,2,Tuesday,15,66,1012
1448.1745,2016-05-03T19:30:00Z,5/3/2016,2,Tuesday,14,77,1012
1704.8417,2016-05-03T20:00:00Z,5/3/2016,2,Tuesday,14,67,1013
2372.8161,2016-05-03T20:30:00Z,5/3/2016,2,Tuesday,12,88,1013
2261.2103,2016-05-03T21:00:00Z,5/3/2016,2,Tuesday,12,90,1013
2191.7119,2016-05-03T21:30:00Z,5/3/2016,2,Tuesday,12,94,1013
2149.5133,2016-05-03T22:00:00Z,5/3/2016,2,Tuesday,12,79,1014
2107.0189,2016-05-03T22:30:00Z,5/3/2016,2,Tuesday,12,88,1013
2030.9153,2016-05-03T23:00:00Z,5/3/2016,2,Tuesday,12,83,1014
1999.7342,2016-05-03T23:30:00Z,5/3/2016,2,Tuesday,12,82,1013
1961.8032,2016-05-04T00:00:00Z,5/4/2016,3,Wednesday,12,77,1014
1936.1902,2016-05-04T00:30:00Z,5/4/2016,3,Wednesday,12,82,1014
1921.2141,2016-05-04T01:00:00Z,5/4/2016,3,Wednesday,12,73,1014
1895.2135,2016-05-04T01:30:00Z,5/4/2016,3,Wednesday,12,82,1014
1887.9133,2016-05-04T02:00:00Z,5/4/2016,3,Wednesday,12,79,1015
1888.9591,2016-05-04T02:30:00Z,5/4/2016,3,Wednesday,12,82,1014
1880.7468,2016-05-04T03:00:00Z,5/4/2016,3,Wednesday,12,74,1015
1890.087,2016-05-04T03:30:00Z,5/4/2016,3,Wednesday,12,82,1014
1925.9921,2016-05-04T04:00:00Z,5/4/2016,3,Wednesday,12,78,1015
1929.9627,2016-05-04T04:30:00Z,5/4/2016,3,Wednesday,12,82,1015
1466.386,2016-05-04T05:00:00Z,5/4/2016,3,Wednesday,12,78,1016
1251.6673,2016-05-04T05:30:00Z,5/4/2016,3,Wednesday,12,82,1016
1422.8199,2016-05-04T06:00:00Z,5/4/2016,3,Wednesday,12,78,1016
1619.2514,2016-05-04T06:30:00Z,5/4/2016,3,Wednesday,12,82,1016
1902.1646,2016-05-04T07:00:00Z,5/4/2016,3,Wednesday,12,80,1017
2105.1686,2016-05-04T07:30:00Z,5/4/2016,3,Wednesday,11,88,1017
2257.4032,2016-05-04T08:00:00Z,5/4/2016,3,Wednesday,11,80,1018
2419.7386,2016-05-04T08:30:00Z,5/4/2016,3,Wednesday,11,88,1018
2445.195,2016-05-04T09:00:00Z,5/4/2016,3,Wednesday,11,76,1019
2493.2654,2016-05-04T09:30:00Z,5/4/2016,3,Wednesday,11,82,1018
2415.0144,2016-05-04T10:00:00Z,5/4/2016,3,Wednesday,11,73,1019
2337.4841,2016-05-04T10:30:00Z,5/4/2016,3,Wednesday,11,82,1018
2279.0149,2016-05-04T11:00:00Z,5/4/2016,3,Wednesday,12,71,1020
2234.6553,2016-05-04T11:30:00Z,5/4/2016,3,Wednesday,12,77,1019
2230.7858,2016-05-04T12:00:00Z,5/4/2016,3,Wednesday,12,67,1020
2234.9055,2016-05-04T12:30:00Z,5/4/2016,3,Wednesday,13,72,1019
2196.9932,2016-05-04T13:00:00Z,5/4/2016,3,Wednesday,13,65,1020
2161.6411,2016-05-04T13:30:00Z,5/4/2016,3,Wednesday,13,72,1019
2080.1281,2016-05-04T14:00:00Z,5/4/2016,3,Wednesday,13,63,1020
2091.5392,2016-05-04T14:30:00Z,5/4/2016,3,Wednesday,13,72,1019
2006.4445,2016-05-04T15:00:00Z,5/4/2016,3,Wednesday,14,61,1020
1906.2329,2016-05-04T15:30:00Z,5/4/2016,3,Wednesday,13,72,1019
1817.4976,2016-05-04T16:00:00Z,5/4/2016,3,Wednesday,13,61,1020
1767.6073,2016-05-04T16:30:00Z,5/4/2016,3,Wednesday,13,67,1019
1725.3717,2016-05-04T17:00:00Z,5/4/2016,3,Wednesday,13,60,1020
1657.4933,2016-05-04T17:30:00Z,5/4/2016,3,Wednesday,13,67,1020
1544.402,2016-05-04T18:00:00Z,5/4/2016,3,Wednesday,12,62,1021
1549.3599,2016-05-04T18:30:00Z,5/4/2016,3,Wednesday,12,72,1020
1472.7567,2016-05-04T19:00:00Z,5/4/2016,3,Wednesday,11,66,1020
1469.4504,2016-05-04T19:30:00Z,5/4/2016,3,Wednesday,11,71,1020
1637.0169,2016-05-04T20:00:00Z,5/4/2016,3,Wednesday,11,65,1021
2401.7045,2016-05-04T20:30:00Z,5/4/2016,3,Wednesday,11,71,1021
2346.7239,2016-05-04T21:00:00Z,5/4/2016,3,Wednesday,11,69,1023
2202.2065,2016-05-04T21:30:00Z,5/4/2016,3,Wednesday,11,76,1022
2177.5994,2016-05-04T22:00:00Z,5/4/2016,3,Wednesday,10,70,1023
2122.0769,2016-05-04T22:30:00Z,5/4/2016,3,Wednesday,11,76,1023
2062.4828,2016-05-04T23:00:00Z,5/4/2016,3,Wednesday,11,72,1023
2003.7477,2016-05-04T23:30:00Z,5/4/2016,3,Wednesday,10,82,1023
1997.7354,2016-05-05T00:00:00Z,5/5/2016,4,Thursday,10,72,1024
1967.3273,2016-05-05T00:30:00Z,5/5/2016,4,Thursday,10,82,1023
1950.8475,2016-05-05T01:00:00Z,5/5/2016,4,Thursday,10,75,1024
1937.0612,2016-05-05T01:30:00Z,5/5/2016,4,Thursday,10,82,1023
1937.0711,2016-05-05T02:00:00Z,5/5/2016,4,Thursday,10,76,1023
1911.564,2016-05-05T02:30:00Z,5/5/2016,4,Thursday,10,82,1023
1903.425,2016-05-05T03:00:00Z,5/5/2016,4,Thursday,10,77,1023
1921.9733,2016-05-05T03:30:00Z,5/5/2016,4,Thursday,10,82,1023
1943.8719,2016-05-05T04:00:00Z,5/5/2016,4,Thursday,10,78,1023
1967.8697,2016-05-05T04:30:00Z,5/5/2016,4,Thursday,10,87,1023
1425.1146,2016-05-05T05:00:00Z,5/5/2016,4,Thursday,10,78,1024
1250.1812,2016-05-05T05:30:00Z,5/5/2016,4,Thursday,10,82,1023
1464.7582,2016-05-05T06:00:00Z,5/5/2016,4,Thursday,10,78,1024
1619.4765,2016-05-05T06:30:00Z,5/5/2016,4,Thursday,10,82,1023
1908.9572,2016-05-05T07:00:00Z,5/5/2016,4,Thursday,10,74,1024
2100.4406,2016-05-05T07:30:00Z,5/5/2016,4,Thursday,11,82,1023
2257.3153,2016-05-05T08:00:00Z,5/5/2016,4,Thursday,11,74,1024
2336.4669,2016-05-05T08:30:00Z,5/5/2016,4,Thursday,12,77,1024
2375.7504,2016-05-05T09:00:00Z,5/5/2016,4,Thursday,12,70,1024
2376.8088,2016-05-05T09:30:00Z,5/5/2016,4,Thursday,13,72,1024
2369.9842,2016-05-05T10:00:00Z,5/5/2016,4,Thursday,14,66,1024
2249.4068,2016-05-05T10:30:00Z,5/5/2016,4,Thursday,15,67,1024
2256.9247,2016-05-05T11:00:00Z,5/5/2016,4,Thursday,14,61,1024
2213.383,2016-05-05T11:30:00Z,5/5/2016,4,Thursday,14,72,1024
2176.0978,2016-05-05T12:00:00Z,5/5/2016,4,Thursday,16,56,1024
2157.4571,2016-05-05T12:30:00Z,5/5/2016,4,Thursday,16,63,1023
2129.4559,2016-05-05T13:00:00Z,5/5/2016,4,Thursday,17,52,1024
2095.9974,2016-05-05T13:30:00Z,5/5/2016,4,Thursday,16,68,1023
2047.5444,2016-05-05T14:00:00Z,5/5/2016,4,Thursday,17,50,1023
1993.7455,2016-05-05T14:30:00Z,5/5/2016,4,Thursday,18,59,1022
1921.9168,2016-05-05T15:00:00Z,5/5/2016,4,Thursday,19,42,1022
1830.6041,2016-05-05T15:30:00Z,5/5/2016,4,Thursday,20,52,1022
1768.676,2016-05-05T16:00:00Z,5/5/2016,4,Thursday,20,42,1022
1688.7502,2016-05-05T16:30:00Z,5/5/2016,4,Thursday,20,52,1021
1619.7637,2016-05-05T17:00:00Z,5/5/2016,4,Thursday,20,38,1022
1557.6889,2016-05-05T17:30:00Z,5/5/2016,4,Thursday,20,49,1021
1470.582,2016-05-05T18:00:00Z,5/5/2016,4,Thursday,20,38,1021
1413.5096,2016-05-05T18:30:00Z,5/5/2016,4,Thursday,20,46,1021
1362.6023,2016-05-05T19:00:00Z,5/5/2016,4,Thursday,19,38,1021
1356.4323,2016-05-05T19:30:00Z,5/5/2016,4,Thursday,19,52,1021
1448.9963,2016-05-05T20:00:00Z,5/5/2016,4,Thursday,17,46,1021
2276.3427,2016-05-05T20:30:00Z,5/5/2016,4,Thursday,16,59,1021
2238.2525,2016-05-05T21:00:00Z,5/5/2016,4,Thursday,15,50,1022
2174.2338,2016-05-05T21:30:00Z,5/5/2016,4,Thursday,15,63,1022
2136.4199,2016-05-05T22:00:00Z,5/5/2016,4,Thursday,15,50,1022
2070.0624,2016-05-05T22:30:00Z,5/5/2016,4,Thursday,15,63,1022
2015.6021,2016-05-05T23:00:00Z,5/5/2016,4,Thursday,15,56,1022
1982.631,2016-05-05T23:30:00Z,5/5/2016,4,Thursday,14,67,1021
1960.5737,2016-05-06T00:00:00Z,5/6/2016,5,Friday,14,63,1022
1926.3958,2016-05-06T00:30:00Z,5/6/2016,5,Friday,13,72,1021
1923.1878,2016-05-06T01:00:00Z,5/6/2016,5,Friday,12,70,1022
1912.9757,2016-05-06T01:30:00Z,5/6/2016,5,Friday,13,72,1021
1897.2823,2016-05-06T02:00:00Z,5/6/2016,5,Friday,12,70,1022
1893.9593,2016-05-06T02:30:00Z,5/6/2016,5,Friday,12,77,1021
1889.2328,2016-05-06T03:00:00Z,5/6/2016,5,Friday,11,75,1022
1920.811,2016-05-06T03:30:00Z,5/6/2016,5,Friday,11,82,1021
1927.8281,2016-05-06T04:00:00Z,5/6/2016,5,Friday,12,72,1021
1899.7404,2016-05-06T04:30:00Z,5/6/2016,5,Friday,10,87,1020
1271.4564,2016-05-06T05:00:00Z,5/6/2016,5,Friday,10,80,1021
1227.3846,2016-05-06T05:30:00Z,5/6/2016,5,Friday,10,87,1020
1404.8803,2016-05-06T06:00:00Z,5/6/2016,5,Friday,11,77,1021
1569.3342,2016-05-06T06:30:00Z,5/6/2016,5,Friday,11,82,1021
1829.0479,2016-05-06T07:00:00Z,5/6/2016,5,Friday,12,80,1021
1987.6968,2016-05-06T07:30:00Z,5/6/2016,5,Friday,14,77,1021
2144.062,2016-05-06T08:00:00Z,5/6/2016,5,Friday,14,66,1021
2264.3881,2016-05-06T08:30:00Z,5/6/2016,5,Friday,15,63,1021
2269.6188,2016-05-06T09:00:00Z,5/6/2016,5,Friday,16,52,1021
2309.398,2016-05-06T09:30:00Z,5/6/2016,5,Friday,18,56,1020
2269.9463,2016-05-06T10:00:00Z,5/6/2016,5,Friday,18,38,1021
2232.1911,2016-05-06T10:30:00Z,5/6/2016,5,Friday,19,49,1020
2188.3494,2016-05-06T11:00:00Z,5/6/2016,5,Friday,19,38,1020
2184.0059,2016-05-06T11:30:00Z,5/6/2016,5,Friday,20,43,1020
2133.3761,2016-05-06T12:00:00Z,5/6/2016,5,Friday,20,28,1020
2137.2097,2016-05-06T12:30:00Z,5/6/2016,5,Friday,21,38,1020
2095.2137,2016-05-06T13:00:00Z,5/6/2016,5,Friday,21,29,1020
2056.8171,2016-05-06T13:30:00Z,5/6/2016,5,Friday,21,40,1019
2011.8789,2016-05-06T14:00:00Z,5/6/2016,5,Friday,22,25,1019
1974.6712,2016-05-06T14:30:00Z,5/6/2016,5,Friday,22,35,1018
1928.6124,2016-05-06T15:00:00Z,5/6/2016,5,Friday,22,23,1018
1825.3166,2016-05-06T15:30:00Z,5/6/2016,5,Friday,22,33,1018
1752.4744,2016-05-06T16:00:00Z,5/6/2016,5,Friday,23,21,1018
1709.6997,2016-05-06T16:30:00Z,5/6/2016,5,Friday,22,38,1017
1643.2126,2016-05-06T17:00:00Z,5/6/2016,5,Friday,22,25,1017
1594.8233,2016-05-06T17:30:00Z,5/6/2016,5,Friday,22,38,1017
1518.8932,2016-05-06T18:00:00Z,5/6/2016,5,Friday,22,27,1017
1499.7174,2016-05-06T18:30:00Z,5/6/2016,5,Friday,19,46,1017
1394.9836,2016-05-06T19:00:00Z,5/6/2016,5,Friday,19,30,1017
1381.0324,2016-05-06T19:30:00Z,5/6/2016,5,Friday,19,46,1016
1466.8866,2016-05-06T20:00:00Z,5/6/2016,5,Friday,19,30,1017
2274.4253,2016-05-06T20:30:00Z,5/6/2016,5,Friday,19,40,1016
2305.122,2016-05-06T21:00:00Z,5/6/2016,5,Friday,18,28,1017
2228.8202,2016-05-06T21:30:00Z,5/6/2016,5,Friday,17,52,1017
2194.7833,2016-05-06T22:00:00Z,5/6/2016,5,Friday,15,62,1017
2102.8689,2016-05-06T22:30:00Z,5/6/2016,5,Friday,14,72,1017
2029.9861,2016-05-06T23:00:00Z,5/6/2016,5,Friday,14,70,1017
1994.6996,2016-05-06T23:30:00Z,5/6/2016,5,Friday,13,77,1017
1957.8413,2016-05-07T00:00:00Z,5/7/2016,6,Saturday,13,70,1017
1929.0237,2016-05-07T00:30:00Z,5/7/2016,6,Saturday,12,77,1017
1909.1882,2016-05-07T01:00:00Z,5/7/2016,6,Saturday,12,71,1017
1897.2118,2016-05-07T01:30:00Z,5/7/2016,6,Saturday,11,82,1016
1885.3087,2016-05-07T02:00:00Z,5/7/2016,6,Saturday,11,71,1017
1864.253,2016-05-07T02:30:00Z,5/7/2016,6,Saturday,11,76,1016
1850.4924,2016-05-07T03:00:00Z,5/7/2016,6,Saturday,10,80,1017
1873.282,2016-05-07T03:30:00Z,5/7/2016,6,Saturday,9,87,1016
1894.937,2016-05-07T04:00:00Z,5/7/2016,6,Saturday,10,78,1017
1814.4317,2016-05-07T04:30:00Z,5/7/2016,6,Saturday,9,87,1016
1147.87,2016-05-07T05:00:00Z,5/7/2016,6,Saturday,9,74,1017
1039.0156,2016-05-07T05:30:00Z,5/7/2016,6,Saturday,10,71,1016
1099.836,2016-05-07T06:00:00Z,5/7/2016,6,Saturday,10,68,1017
1158.2606,2016-05-07T06:30:00Z,5/7/2016,6,Saturday,10,71,1016
1223.6713,2016-05-07T07:00:00Z,5/7/2016,6,Saturday,10,72,1017
1257.832,2016-05-07T07:30:00Z,5/7/2016,6,Saturday,13,72,1016
1372.4565,2016-05-07T08:00:00Z,5/7/2016,6,Saturday,14,52,1017
1491.1439,2016-05-07T08:30:00Z,5/7/2016,6,Saturday,15,63,1016
1534.8838,2016-05-07T09:00:00Z,5/7/2016,6,Saturday,16,49,1017
1579.6916,2016-05-07T09:30:00Z,5/7/2016,6,Saturday,16,59,1017
1584.006,2016-05-07T10:00:00Z,5/7/2016,6,Saturday,16,53,1017
1605.8872,2016-05-07T10:30:00Z,5/7/2016,6,Saturday,18,59,1016
1625.9447,2016-05-07T11:00:00Z,5/7/2016,6,Saturday,18,47,1016
1599.6804,2016-05-07T11:30:00Z,5/7/2016,6,Saturday,19,49,1016
1533.4231,2016-05-07T12:00:00Z,5/7/2016,6,Saturday,20,37,1016
1465.1823,2016-05-07T12:30:00Z,5/7/2016,6,Saturday,21,43,1016
1403.22,2016-05-07T13:00:00Z,5/7/2016,6,Saturday,21,31,1016
1384.3002,2016-05-07T13:30:00Z,5/7/2016,6,Saturday,21,43,1015
1304.9187,2016-05-07T14:00:00Z,5/7/2016,6,Saturday,22,28,1015
1287.3577,2016-05-07T14:30:00Z,5/7/2016,6,Saturday,22,38,1015
1273.9707,2016-05-07T15:00:00Z,5/7/2016,6,Saturday,22,26,1015
1306.8373,2016-05-07T15:30:00Z,5/7/2016,6,Saturday,23,31,1014
1310.4361,2016-05-07T16:00:00Z,5/7/2016,6,Saturday,22,19,1014
1271.1719,2016-05-07T16:30:00Z,5/7/2016,6,Saturday,23,27,1014
1266.7081,2016-05-07T17:00:00Z,5/7/2016,6,Saturday,23,19,1014
1263.0992,2016-05-07T17:30:00Z,5/7/2016,6,Saturday,22,35,1013
1227.616,2016-05-07T18:00:00Z,5/7/2016,6,Saturday,22,20,1013
1234.1229,2016-05-07T18:30:00Z,5/7/2016,6,Saturday,22,31,1013
1224.131,2016-05-07T19:00:00Z,5/7/2016,6,Saturday,22,22,1013
1212.7891,2016-05-07T19:30:00Z,5/7/2016,6,Saturday,22,31,1013
1296.0672,2016-05-07T20:00:00Z,5/7/2016,6,Saturday,21,23,1013
2101.6683,2016-05-07T20:30:00Z,5/7/2016,6,Saturday,17,52,1013
2141.9137,2016-05-07T21:00:00Z,5/7/2016,6,Saturday,17,33,1014
2118.5881,2016-05-07T21:30:00Z,5/7/2016,6,Saturday,17,48,1014
2076.1833,2016-05-07T22:00:00Z,5/7/2016,6,Saturday,16,47,1015
2018.9609,2016-05-07T22:30:00Z,5/7/2016,6,Saturday,16,59,1015
1963.2071,2016-05-07T23:00:00Z,5/7/2016,6,Saturday,14,56,1016
1908.1735,2016-05-07T23:30:00Z,5/7/2016,6,Saturday,15,63,1015
1891.1633,2016-05-08T00:00:00Z,5/8/2016,7,Sunday,15,56,1016
1869.7694,2016-05-08T00:30:00Z,5/8/2016,7,Sunday,14,72,1016
1847.3819,2016-05-08T01:00:00Z,5/8/2016,7,Sunday,13,66,1017
1836.3507,2016-05-08T01:30:00Z,5/8/2016,7,Sunday,12,77,1016
1826.7948,2016-05-08T02:00:00Z,5/8/2016,7,Sunday,11,76,1017
1819.4673,2016-05-08T02:30:00Z,5/8/2016,7,Sunday,11,82,1016
1815.2332,2016-05-08T03:00:00Z,5/8/2016,7,Sunday,10,77,1017
1827.957,2016-05-08T03:30:00Z,5/8/2016,7,Sunday,10,82,1016
1837.5454,2016-05-08T04:00:00Z,5/8/2016,7,Sunday,10,72,1017
1761.1994,2016-05-08T04:30:00Z,5/8/2016,7,Sunday,9,82,1016
1057.1886,2016-05-08T05:00:00Z,5/8/2016,7,Sunday,9,69,1017
826.1875,2016-05-08T05:30:00Z,5/8/2016,7,Sunday,9,76,1016
835.7901,2016-05-08T06:00:00Z,5/8/2016,7,Sunday,9,73,1018
868.3117,2016-05-08T06:30:00Z,5/8/2016,7,Sunday,10,76,1017
911.2785,2016-05-08T07:00:00Z,5/8/2016,7,Sunday,11,58,1018
979.2623,2016-05-08T07:30:00Z,5/8/2016,7,Sunday,13,63,1017
1084.2157,2016-05-08T08:00:00Z,5/8/2016,7,Sunday,14,51,1018
1189.3742,2016-05-08T08:30:00Z,5/8/2016,7,Sunday,15,55,1018
1234.6164,2016-05-08T09:00:00Z,5/8/2016,7,Sunday,15,40,1018
1268.0571,2016-05-08T09:30:00Z,5/8/2016,7,Sunday,15,51,1018
1268.2557,2016-05-08T10:00:00Z,5/8/2016,7,Sunday,16,39,1018
1222.4208,2016-05-08T10:30:00Z,5/8/2016,7,Sunday,17,48,1018
1247.8047,2016-05-08T11:00:00Z,5/8/2016,7,Sunday,17,34,1018
1234.5635,2016-05-08T11:30:00Z,5/8/2016,7,Sunday,18,45,1018
1223.1293,2016-05-08T12:00:00Z,5/8/2016,7,Sunday,18,36,1018
1198.3301,2016-05-08T12:30:00Z,5/8/2016,7,Sunday,18,45,1018
1225.2797,2016-05-08T13:00:00Z,5/8/2016,7,Sunday,20,32,1018
1201.419,2016-05-08T13:30:00Z,5/8/2016,7,Sunday,19,40,1017
1192.6777,2016-05-08T14:00:00Z,5/8/2016,7,Sunday,20,30,1017
1199.1135,2016-05-08T14:30:00Z,5/8/2016,7,Sunday,20,43,1017
1189.1859,2016-05-08T15:00:00Z,5/8/2016,7,Sunday,20,29,1017
1202.6871,2016-05-08T15:30:00Z,5/8/2016,7,Sunday,20,35,1017
1205.6591,2016-05-08T16:00:00Z,5/8/2016,7,Sunday,20,27,1017
1197.7738,2016-05-08T16:30:00Z,5/8/2016,7,Sunday,21,38,1016
1209.1547,2016-05-08T17:00:00Z,5/8/2016,7,Sunday,20,27,1016
1236.4527,2016-05-08T17:30:00Z,5/8/2016,7,Sunday,21,38,1016
1221.5087,2016-05-08T18:00:00Z,5/8/2016,7,Sunday,20,25,1016
1194.0245,2016-05-08T18:30:00Z,5/8/2016,7,Sunday,21,35,1016
1182.6657,2016-05-08T19:00:00Z,5/8/2016,7,Sunday,20,30,1016
1183.6466,2016-05-08T19:30:00Z,5/8/2016,7,Sunday,20,37,1016
1222.0347,2016-05-08T20:00:00Z,5/8/2016,7,Sunday,18,33,1017
2004.7695,2016-05-08T20:30:00Z,5/8/2016,7,Sunday,18,45,1017
2100.869,2016-05-08T21:00:00Z,5/8/2016,7,Sunday,16,43,1017
2063.8467,2016-05-08T21:30:00Z,5/8/2016,7,Sunday,15,59,1017
2028.9427,2016-05-08T22:00:00Z,5/8/2016,7,Sunday,14,54,1018
